1	[-0.36869805675382106, -0.022507177465816403, 0.8354241125014992, -1.755967003245176, 0.6974932762930979, 2.286794403085782]
1	[-0.36866727182980197, -0.022519109707629784, 0.8354448830901937, -1.7558833224194628, 0.6974608387895385, 2.2868775682845635]
1	[-0.3686917555117387, -0.02251111719762678, 0.8354247311826724, -1.7559592882635384, 0.6974920178164391, 2.2868467188224435]
1	[-0.36869423730488665, -0.02251485379929964, 0.8354087672453834, -1.7559926257130998, 0.6974489115502147, 2.2868073181767175]
1	[-0.3686906841376057, -0.022516901184942692, 0.8354256758073894, -1.7559629055893315, 0.6974580831706392, 2.2868653954667573]
1	[-0.3686903391925824, -0.02251506828783989, 0.8354303648731977, -1.7559716576531232, 0.6974680787085069, 2.2868874549509273]
1	[-0.3686908879369342, -0.02252791497754618, 0.8354294720723733, -1.7560090539856137, 0.6973940323356805, 2.2868675651036408]
1	[-0.3687019802283403, -0.022515288579585603, 0.8354273759917784, -1.7559826753006917, 0.6974358135411269, 2.2868535584324494]
1	[-0.3686868349998137, -0.02250036540965493, 0.8354248263844164, -1.7559253089970994, 0.6974675195967184, 2.2868189700805703]
1	[-0.36870854465316744, -0.02251326584597335, 0.8354111613338585, -1.7559961849902532, 0.6974405008322169, 2.2867748789302658]
1	[-0.3687018619995577, -0.02250548966972002, 0.835416415321187, -1.7559701819961293, 0.6974659336846439, 2.286819027962522]
1	[-0.3686738442217671, -0.022511199704953452, 0.835445836281039, -1.7558827689167218, 0.6974552617200929, 2.2868752779868284]
1	[-0.3686775287243018, -0.0225069785914796, 0.8354408333629125, -1.7558956066383233, 0.6974794424083045, 2.2868784320222577]
1	[-0.3686655412523917, -0.02251876530251818, 0.8354430433441349, -1.7559143017434038, 0.6974743087222361, 2.2869018777192447]
1	[-0.3687000773049848, -0.02251220283757866, 0.8354195809744028, -1.755985371501997, 0.6974856324708993, 2.2868161898974173]
1	[-0.36867620834899567, -0.02251377640242979, 0.8354370748123161, -1.7558834339041616, 0.6974707512371768, 2.2868847237635275]
1	[-0.36871101774730947, -0.022513070957542285, 0.8354113686196016, -1.7560218392913698, 0.6974276479151782, 2.2868095252908622]
1	[-0.3686842317706866, -0.022522813647846668, 0.8354366279900419, -1.7559434166859726, 0.6974211131784929, 2.2868820101219676]
1	[-0.3686799580407631, -0.022510871846542088, 0.835439047859514, -1.7559321026848265, 0.6974983883772824, 2.286878152471438]
1	[-0.368677813286287, -0.022505749917639165, 0.8354182391458812, -1.7559264839181823, 0.6974831099731094, 2.2868279331886856]
1	[-0.3686961349985648, -0.02251122103657452, 0.8354341645884896, -1.7559279209290903, 0.6974758408299094, 2.2868895676418997]
