1	[-0.3714093831346843, 0.21553195230048056, 0.91662483693547, -1.341329111805335, -0.6775820753735455, 0.8233216234675456]
1	[-0.37137995821506714, 0.21548746189601656, 0.9166612661207527, -1.341171887872135, -0.6776240788725622, 0.8233023618857442]
1	[-0.3713914855616386, 0.21550835873972796, 0.9166429441607243, -1.3412976632040556, -0.6775669202994424, 0.823332410981077]
1	[-0.37139867822876815, 0.21549436351404447, 0.9166436553908521, -1.3412625800872406, -0.6776291287673899, 0.8233761129583694]
1	[-0.37137864075956684, 0.21549946389516797, 0.9166534247286887, -1.3411850802573169, -0.6776018286479777, 0.8233108909028264]
1	[-0.37138844986276337, 0.21549866733031603, 0.9166566749565613, -1.3412153506591074, -0.6775817943964437, 0.8233597505870757]
1	[-0.3714003582120634, 0.21552414202391101, 0.9166343139696133, -1.3412965402848362, -0.6775954869413784, 0.8233198275273726]
1	[-0.3713946706892687, 0.21550066210382604, 0.9166358746436554, -1.3412607673790182, -0.6776154395857956, 0.8233304955962041]
1	[-0.3714010032804031, 0.21552648168097202, 0.9166366772295272, -1.3412841727094011, -0.677550205300466, 0.8232884623116089]
1	[-0.3713943840342687, 0.21550031753527615, 0.9166499453611587, -1.3412413166334503, -0.6776028878761792, 0.8233407095883017]
1	[-0.3714045941549141, 0.21552561296232667, 0.9166326241410274, -1.341285528779236, -0.6775646095499998, 0.8233327481922619]
1	[-0.37141320034227354, 0.2155132119711024, 0.9166316605981943, -1.3412626880512988, -0.677630479357636, 0.8233132869958908]
1	[-0.37138763565615884, 0.2155285845338215, 0.9166451904974969, -1.3412798578082306, -0.6775340783095763, 0.8232863237522106]
1	[-0.37140741595558907, 0.2155236463064293, 0.9166295324029571, -1.3412379943537025, -0.6776292880579227, 0.8233102175988003]
1	[-0.37137838311225346, 0.2154835567701241, 0.9166620836898453, -1.341199970388792, -0.6776485422190804, 0.8233001016493111]
1	[-0.3713892767201532, 0.21548948456887254, 0.9166616935366565, -1.3412066217306282, -0.6775670860467206, 0.8233542874615922]
1	[-0.3713829141032128, 0.215491366278958, 0.9166673535976188, -1.341173772423505, -0.6775819352530281, 0.823351008686451]
1	[-0.3713886524366744, 0.21550272261017522, 0.9166528887069522, -1.3412267337597572, -0.6775544909356823, 0.8233523411584925]
1	[-0.37140593854770493, 0.21553146952186908, 0.9166215114389494, -1.3413034093835252, -0.6776054883740944, 0.8233099501631933]
1	[-0.3713603420590592, 0.21548473938456733, 0.916677846128097, -1.3411608333298741, -0.677510329453378, 0.8233090575758284]
1	[-0.37139990187732597, 0.21550756279230543, 0.9166372989546511, -1.341258573418648, -0.6775980649658888, 0.8233499510644998]
1	[-0.3714002423343418, 0.2155021055195498, 0.9166432134467497, -1.3412673797622483, -0.6776238823397186, 0.8233218098464451]
1	[-0.3713919121006982, 0.21551296384432891, 0.9166367824463643, -1.3412602281670685, -0.67758818250033, 0.8233208721246041]
1	[-0.37140534237074346, 0.2155228625110175, 0.9166273329831454, -1.341286720937483, -0.6775943147721498, 0.8233393045365736]
1	[-0.37141901920694614, 0.21554875183397265, 0.9166152810420736, -1.341334517070693, -0.6776202475298262, 0.8232993444212235]
1	[-0.37137811282497424, 0.21551413544537795, 0.9166458904544235, -1.3412590312895332, -0.6775487451900641, 0.8232854705178951]
1	[-0.3713825307111791, 0.21549463827126614, 0.916652622228398, -1.341216238585129, -0.6775694739043412, 0.8233330493237814]
1	[-0.3713886524366744, 0.21550272261017522, 0.9166528887069522, -1.3412058565098508, -0.6775842828343882, 0.8233139107219068]
1	[-0.3713959580592244, 0.21550237974133205, 0.9166460510904764, -1.3412413035993358, -0.6776029373031658, 0.8233407174659456]
1	[-0.3714019778039666, 0.21551777930421948, 0.916641482192896, -1.341255657070178, -0.6775812345486583, 0.8232879417534534]
1	[-0.37141247545243006, 0.21552221785993092, 0.9166266418152238, -1.3412869866569705, -0.6776231472769435, 0.8233480044600925]
1	[-0.371402518691962, 0.21548943977320775, 0.916640924012034, -1.3412587539013143, -0.6776065204392452, 0.8233800462634117]
1	[-0.37140756195480445, 0.21553362930670936, 0.9166195457151425, -1.341338485336352, -0.6775956423603817, 0.8233283717121153]
1	[-0.3713896963211543, 0.2155022674460764, 0.9166486211288932, -1.3412625773000464, -0.6775891989783478, 0.8233399674755502]
1	[-0.3714146507003712, 0.21551323829281727, 0.9166286768340558, -1.3412684106088533, -0.6776080708742926, 0.8233603889667779]
1	[-0.3713970801753125, 0.21551981329206318, 0.916634369812575, -1.3413012478285884, -0.6775879826610554, 0.823329410286825]
1	[-0.37140089690787625, 0.21550107323184708, 0.9166411932871844, -1.341255702414978, -0.6776065934521127, 0.8233595028266404]
1	[-0.37138861654470184, 0.21548676307228348, 0.9166535875044558, -1.3412315785653868, -0.6776165734448154, 0.8233228249705735]
1	[-0.3714017118943249, 0.2155118096709221, 0.9166382595379131, -1.3412291197224049, -0.6776157350596318, 0.8233035173640634]
1	[-0.3713870678764636, 0.2154968250437812, 0.9166466930523868, -1.34121864652097, -0.6776165775639799, 0.8233206718014603]
1	[-0.3713906355273584, 0.21550532220606797, 0.9166309363237324, -1.3412788944806557, -0.6775992391427264, 0.8233119066116619]
1	[-0.37139734249863726, 0.21551231632050336, 0.9166430644362206, -1.3412326736863374, -0.6775917188381956, 0.8233311017890518]
1	[-0.37140464922431915, 0.2155138160719877, 0.9166393031882007, -1.341234857116509, -0.6775932717075397, 0.8233506020199682]
1	[-0.37137644627588107, 0.21549035001075717, 0.9166624434307282, -1.3411877549322653, -0.6775597659872784, 0.8232979533374843]
1	[-0.3713847289037112, 0.21548346264020718, 0.916657532849333, -1.3411961134007162, -0.6775821181756452, 0.8233350034237532]
1	[-0.37137928849823953, 0.21549819964086334, 0.9166495984747335, -1.3412502336878902, -0.6775756331263613, 0.8233129139178269]
1	[-0.37139616653117324, 0.2155282524453967, 0.9166393561146611, -1.3412571552062296, -0.6775424493853637, 0.8233325288309675]
1	[-0.3714008791643171, 0.21550101785508086, 0.9166392259422288, -1.341226291147824, -0.6776091739526503, 0.8233506347286226]
1	[-0.3714064878920459, 0.21553028904909322, 0.916629534107292, -1.3413106633241125, -0.6776007243644463, 0.8233376992274551]
1	[-0.37137838778568644, 0.21549700319934936, 0.9166565164681227, -1.341229625889499, -0.677545876668561, 0.823342792449642]
1	[-0.3714086797090208, 0.21554254027267788, 0.9166169980544026, -1.34133285651456, -0.6775614593352722, 0.8232858749602482]
1	[-0.37139855731870763, 0.2155095167353756, 0.9166374047883425, -1.341243776807214, -0.6776083071800197, 0.8232948763807587]
1	[-0.37140671679094517, 0.21552466236070367, 0.916629587439046, -1.3412673324161286, -0.6775817698410124, 0.8233497429202064]
1	[-0.3713777899142273, 0.21548655336374317, 0.916659260957253, -1.3412044461488215, -0.677611388505703, 0.8233025931457106]
1	[-0.3713730323486768, 0.21548025582317476, 0.9166670088576767, -1.3411822249741503, -0.6775642290777041, 0.8233521334914986]
1	[-0.3713832206840559, 0.21549371660897895, 0.9166545366082581, -1.3412322221210293, -0.6775914905162481, 0.8233311203462694]
1	[-0.37139675391161064, 0.2155034384913072, 0.9166450875887926, -1.3412482122747558, -0.6776127883186083, 0.823330816011928]
1	[-0.37140955874883613, 0.215510587674973, 0.9166392499129421, -1.3412673295693494, -0.6776366459281064, 0.8233483089475574]
1	[-0.37139803174011293, 0.2154856587959918, 0.9166475478727458, -1.34120560867418, -0.6776352601724213, 0.8233774935126508]
1	[-0.3714122704410278, 0.21554167141750183, 0.9166129448896342, -1.3413133349713706, -0.6776056570618664, 0.8232917323559888]
1	[-0.3713930394747279, 0.21550227147723755, 0.9166500512035998, -1.3412370111029874, -0.6775981594506962, 0.8233049454852235]
1	[-0.37138386306240906, 0.21549638275179595, 0.9166606751594136, -1.3411621697795129, -0.6775669651894632, 0.8233248431919068]
1	[-0.3714187143081096, 0.21554240011985465, 0.9166140815507219, -1.3413414753796702, -0.677629059175592, 0.8232904981732573]
1	[-0.37138361488333527, 0.21549826835346414, 0.9166525016635809, -1.3412531077604648, -0.6776077338507673, 0.823337854920404]
1	[-0.3713943115103072, 0.2155120590796869, 0.9166412991208126, -1.341267666954554, -0.6775695439388123, 0.823323356312104]
1	[-0.371402507746806, 0.21551286842099865, 0.9166372960311282, -1.3412465194028536, -0.6776106159481721, 0.8233129264611829]
1	[-0.3714249026160389, 0.2155405430517187, 0.9166183432824826, -1.3413022322362118, -0.6776155005997196, 0.823338994329486]
1	[-0.37139342875768544, 0.21551869761496828, 0.9166431702873761, -1.3412364456300665, -0.6775710015342686, 0.8232953377301548]
1	[-0.37139417802779673, 0.21548438205304732, 0.9166467480978195, -1.341223428416087, -0.6776176656785196, 0.823360197661218]
1	[-0.37141032707857774, 0.2155250504944836, 0.9166327571663384, -1.3412616540614095, -0.6776033174702247, 0.8233042510318841]
1	[-0.3714042680926161, 0.2155273326860851, 0.9166263144108755, -1.3412881578236642, -0.6776131652595796, 0.8233189396204138]
1	[-0.3713947844277178, 0.21551863040931873, 0.9166363883504034, -1.3412640192443948, -0.6775954642228129, 0.8232931062167154]
1	[-0.3714124931818017, 0.21552227321924394, 0.9166286090734422, -1.3413008166807732, -0.6776428003288829, 0.823328194026838]
1	[-0.3713915407748253, 0.2154906251418423, 0.9166597136966895, -1.341217294839538, -0.6775967114530735, 0.8233426149469796]
1	[-0.3713963295835216, 0.21551878165801608, 0.9166332102756157, -1.3412597338036578, -0.6775881261916675, 0.8233208842517756]
1	[-0.3713928301431745, 0.21550640481143352, 0.9166428383453967, -1.3412862848309781, -0.6775940303451267, 0.8233393053541839]
1	[-0.3714020744248967, 0.21553013814650593, 0.9166345528615305, -1.3412974302796565, -0.6775833416507678, 0.8232936131676147]
1	[-0.371407340804488, 0.2155095814120669, 0.9166353160616113, -1.3412856775764659, -0.677604056120687, 0.8233685543954266]
1	[-0.37138669289028503, 0.21550198204770551, 0.9166427653355169, -1.341243941270414, -0.6775647766531933, 0.8233240457997201]
1	[-0.3713885465565088, 0.21550074216972748, 0.916655766556914, -1.3412306152441344, -0.6775740676644177, 0.8233507538187599]
1	[-0.37141634811155594, 0.21552514631457895, 0.9166128646973346, -1.3412971142259855, -0.6776369372448077, 0.8232931696873332]
1	[-0.37139710689956973, 0.21550949030523314, 0.916640388504197, -1.3412798105427322, -0.6775711296471897, 0.8233246338442823]
1	[-0.37139367227814607, 0.21549554817836303, 0.9166406245385995, -1.3412476685878256, -0.6776254805760602, 0.8233573668675592]
1	[-0.3713943115103072, 0.2155120590796869, 0.9166412991208126, -1.3412624735618253, -0.677576955155396, 0.8233137966491466]
