1	[-0.08666181334076703, 0.37019893685016264, 0.25226228116612354, -1.993390869682443, -2.174008448679706, 0.02623412453269854]
1	[-0.08665990999961995, 0.3701927214699203, 0.25225292168436153, -1.9933935714309088, -2.1740082445518696, 0.026268856767779885]
1	[-0.08667199533417441, 0.3701959989185045, 0.25227230815029666, -1.9933412374770754, -2.1740144610069745, 0.026201055784871998]
1	[-0.0866684987201545, 0.37018539569679854, 0.25224625429671765, -1.993373041461353, -2.174058148476225, 0.026291492574550584]
1	[-0.08666279061808968, 0.3701767686011087, 0.25223263297010007, -1.9934572578900356, -2.174009672703578, 0.026377184336592602]
1	[-0.08666018083153537, 0.3701948450512661, 0.2522570991394696, -1.993423759079543, -2.1740139172512905, 0.026231200141500616]
1	[-0.08666950675660089, 0.37019294496505584, 0.25224480267277566, -1.9934236511527363, -2.173984605876121, 0.026318391793459683]
1	[-0.08665809663622237, 0.3701893988595456, 0.25224867285482666, -1.99348721333778, -2.173951037075071, 0.02625978886561298]
1	[-0.0866575953480557, 0.3702054492445337, 0.25224718128361284, -1.9933730496979551, -2.174035566636154, 0.026281009250663817]
1	[-0.0866674386579513, 0.37018111125025915, 0.2522339922376507, -1.9933945687314067, -2.1740275404802256, 0.026339702402668006]
1	[-0.08665171040542904, 0.37020028610907313, 0.252244811919228, -1.9934329248217308, -2.1740172035061445, 0.026278211293928645]
1	[-0.08666038686313998, 0.3701965908404447, 0.2522526211911763, -1.9934176100967815, -2.173981228278158, 0.026296607093398143]
1	[-0.08666230828714909, 0.3701893880568065, 0.25223356559230614, -1.9934356393723256, -2.174040458114347, 0.026328094901038344]
1	[-0.08667327048235575, 0.3701824662563379, 0.2522437033565369, -1.9933807562452674, -2.1740429399103514, 0.026281702485743873]
1	[-0.0866715006214001, 0.3701921080037361, 0.2522562129320475, -1.9933755516908291, -2.174039325321969, 0.026266729606118363]
1	[-0.08666034505093942, 0.37020695650277996, 0.2522673566799902, -1.9933902975651339, -2.1740079888013524, 0.02623230708606302]
